title,position,requirements
Специалист по работе с таблицами/ аналитик данных/ администратор базы данных,intern,[]
BI-аналитик,junior,[]
Senior Data Scientist (NLP/LLM),senior,"['python', 'sql']"
Data scientist (Computer vision),junior,"['python', 'docker', 'git']"
Старший аналитик (data analyst / data scientist)в управление планирования и прогнозирования,senior,"['sql', 'python']"
Аналитик данных,middle,"['sql', 'python']"
Аналитик данных / склад логистика,junior,"['python', 'pandas', 'numpy', 'pyspark', 'sql', 'postgresql', 'sql server']"
Аналитик данных на маркетплейсах,junior,"['sql', 'python']"
Аналитик бизнес-процессов (битрикс24),junior,[]
Senior Data Analyst / Старший эксперт по анализу данных,senior,"['python', 'sql', 'postgresql', 'bigquery']"
Data Scientist (Middle+/Senior),middle,"['tensorflow', 'pytorch', 'python', 'sql']"
Аналитик BI,middle,['sql']
Аналитик данных (кампании продаж),junior,"['oracle oracle', 'sas', 'sas', 'hive', 'sql', 'c', 'sas', 'sas', 'hive']"
Аналитик данных (кампании продаж),junior,"['oracle oracle', 'sas', 'sas', 'hive', 'sql', 'c', 'sas', 'sas', 'hive']"
Ведущий специалист по персональным данным,senior,[]
Data Scientist (STT-системы),junior,"['python', 'mysql', 'c']"
Антикризисный менеджер/Аналитик-контролер бизнес процессов (отделов)/,intern,[]
Data scientist,middle,['sql']
Аналитик данных,junior,"['sql', 'python', 'pandas', 'plotly', 'python', 'python', 'template', 'python', 'sql']"
Аналитик данных,junior,"['python', 'pandas', 'selenium']"
Аналитик маркетинговых данных,middle,"['sql', 'google analytics']"
Аналитик данных,junior,[]
Аналитик (Отдел анализа данных и моделирования),junior,"['sql', 'dcf', 'python']"
Помощник аналитика данных,intern,[]
Аналитик данных,junior,['sql server']
Инженер-аналитик (Data Science - NLP/LLMs),junior,"['python', 'git', 'docker', 'transformers', 'python', 'pytorch', 'tensorflow', 'question answering', 'transformers', 'git', 'docker']"
Специалист по аналитике баз данных,intern,[]
Data Analyst,junior,"['postgresql', 'amplitude', 'python']"
Аналитик данных,intern,['big data']
Аналитик бизнес-процессов,junior,"['camunda', 'bizagi']"
Специалист по аналитике баз данных,intern,[]
Аналитик данных / Data Scientist в финтех-проект,junior,"['python', 'sql', 'big data', 'data analysis', 'data analysis']"
Аналитик данных (Data Analyst / дата-аналитик),middle,"['sql', 'python']"
Аналитик баз данных,middle,"['postgresql', 'sql']"
Аналитик бизнес-процессов в Яндекс 360,middle,"['reengineering', 'conversion rate']"
Аналитик данных,junior,"['sql', 'python', 'pandas', 'numpy', 'dbeaver']"
Аналитик бизнес-процессов в Яндекс 360,middle,"['reengineering', 'conversion rate']"
BI Analyst,junior,"['b', 'agile', 'figma']"
Аналитик данных,junior,[]
"Middle Data Scientist, RecSys, Ozon Банк",middle,[]
"Senior Data Scientist, RecSys, Ozon Банк",senior,[]
Аналитик данных/Аналитик CPA,junior,['sql']
Аналитик данных,middle,"['sql', 'python']"
Senior/Lead Data Analyst (Региональный и государственный сектор),senior,"['sql', 'python']"
Аналитик бизнес-процессов,middle,[]
Data-аналитик,junior,['sql']
Аналитик данных,junior,"['python', 'pandas', 'sql', 'postgresql']"
Программист-аналитик (Power BI),junior,[]
Программист-аналитик (Power BI),junior,"['sql', 'mysql', 'sql']"
Специалист по аналитике данных (BI/SQL),junior,[]
Senior Antifraud Data&Process Analyst/Старший аналитик данных и процессов по борьбе с мошенничеством,senior,"['sql', 'python', 'tableau']"
BI-аналитик,junior,['tableau']
Аналитик данных по складской логистики,junior,"['sql', 'bigquery', 'tableau']"
Senior Data Analyst (Python),senior,"['data analysis', 'python', 'sql', 'microservices', 'flask']"
Аналитик бизнес-процессов,junior,[]
Аналитик данных,junior,['sql']
Младший дата-инженер / BI-аналитик,junior,"['python', 'postgresql', 'git', 'python', 'git', 'sql', 'postgresql', 'yandex']"
Senior Data Analyst (аналитик данных),senior,"['data analysis', 'data analysis', 'analysis marketing', 'sql', 'python', 'b']"
Аналитик данных/BI-аналитик/Специалист по аналитике,junior,"['sql', 'sql', 'sql', 'python', 'pandas', 'numpy', 'beautifulsoup', 'selenium', 'plotly', 'docker', 'dockerfile', 'plotly', 'postgresql', 'git', 'live coding', 'sql']"
Аналитик по описанию бизнес-процессов,junior,[]
Аналитик данных в сфере здравоохранения,junior,[]
Бизнес-аналитик данных,junior,"['python', 'sql']"
Аналитик данных,middle,"['python', 'postgresql', 'mysql', 'sql', 'postgresql', 'mysql', 'hive', 'python', 'pandas', 'tensorflow', 'numpy', 'matplotlib']"
Оператор / Аналитик базы данных Smart Up,junior,[]
Аналитик данных,junior,['sql']
Аналитик по визуализации (BI отчетности) senior,senior,[]
Аналитик данных / Excel Аналитик,junior,"['b', 'tableau', 'sql', 'python']"
Lead Data Scientist,senior,"['sql', 'sql']"
Lead Data Scientist,senior,"['sql', 'sql']"
Data Scientist NLP,middle,['python']
Junior data аналитик,junior,"['sql', 'python', 'oracle oracle', 'pandas']"
Эксперт - аналитик данных в Департамент внутреннего аудита,junior,"['sql', 'sql']"
Antifraud Data Analyst,middle,"['python', 'sql']"
Data analyst,junior,[]
Аналитик данных,middle,"['sql', 'python', 'pandas', 'numpy']"
Аналитик данных / CRM-аналитик,junior,"['sql', 'python']"
Data Scientist,senior,"['python', 'numpy', 'pandas', 'pytorch', 'networkx', 'sql', 'postgresql', 'nosql', 'linux', 'r', 'scala', 'julia', 'java']"
Продуктовый/BI аналитик,junior,"['sql', 'tableau', 'jira']"
Аналитик данных Wink (контентный аналитик),junior,"['sql', 'python']"
Аналитик данных,middle,['sql']
Аналитик данных,junior,"['sql', 'yandex']"
Аналитик данных / товаров для маркетплейсов / E-COMMERCE,intern,[]
Менеджер поддержки продаж / Аналитик данных,junior,[]
Middle Data Analyst,middle,['sql']
Аналитик данных (в отдел маркетинга),middle,[]
Аналитик данных,junior,[]
Senior Media Data Analyst (Media Research),senior,"['sql', 'python', 'data analysis', 'research', 'sql', 'postgresql', 'postgresql', 'researcher', 'research', 'tns']"
Ведущий аналитик данных розничных сетей,senior,"['sql', 'data analysis', 'analytics', 'consultant', 'olap olap']"
Младший аналитик данных,junior,"['python', 'sql']"
Системный аналитик данных,junior,[]
Аналитик баз данных/продуктовый аналитик,junior,[]
Системный аналитик данных,junior,[]
Аналитик данных (e-commerce/маркетплейсы) / Data Analyst,junior,"['b', 'sql', 'python']"
Аналитик данных,junior,['sql']
Бизнес-аналитик по данным и финансам,middle,['sql']
Оператор базы данных в департамент аналитики,junior,[]
Data Analyst,middle,"['data analysis', 'data analysis', 'analysis marketing', 'python', 'sql']"
Аналитик данных СберНПФ,middle,['python']
Аналитик-разработчик BI (Qlik Sense),middle,[]
BI – Аналитик/BI – разработчик,middle,['sql']
BI-аналитик,middle,[]
Аналитик данных (Data Analyst),junior,"['sql', 'postgresql', 'greenplum', 'activemq', 'oracle bi', 'uml', 'python']"
Data-аналитик в направление ECOM,junior,"['sql', 'python', 'tableau', 'sql', 'pandas', 'numpy', 'b', 'bigquery']"
Помощник аналитика данных,junior,[]
Data Scientist/Team lead,senior,"['machine learning', 'sql', 'python', 'sql', 'tableau', 'matplotlib', 'docker', 'flask', 'postgresql', 'mongodb']"
Аналитик BI ( PIX BI / QlikSense / QlikView ),junior,"['qlikview', 'sql', 'qlikview', 'sql']"
"Ведущий аналитик данных ALM, Ozon Банк",senior,"['python', 'sql', 'pandas', 'numpy']"
Bi/Data Analyst,junior,"['python', 'pandas', 'tableau']"
Системный аналитик Озера данных,middle,"['sql', 'hadoop apache', 'python']"
Аналитик данных в сфере финансового мониторинга,middle,"['sql', 'sql server', 'postgresql', 'oracle bi', 'tableau']"
Аналитик данных,junior,"['sql', 'python', 'pandas', 'numpy', 'matplotlib']"
Технолог склада/Аналитик бизнес-процессов,junior,"['wms', 'autocad']"
Data Engineer / Product Analyst (Game Dev),middle,"['big data', 'big data', 'sql', 'amplitude', 'b', 'bigquery', 'amplitude', 'tableau']"
Аналитик бизнес-процессов,junior,[]
Senior Data Scientist в Безопасность бэк-офиса [Trust and Safety],senior,"['pytorch', 'python', 'docker']"
Аналитик данных,junior,[]
BI-аналитик,junior,"['sql', 'python']"
Lead Business Data Analyst,senior,"['sql', 'cloud services', 'dama']"
Аналитик Power BI | Middle,middle,"['sql', 'python', 'sql', 'javascript', 'typescript', 'ad hoc', 'ad hoc', 'hoc analysis']"
Аналитик данных,junior,"['kubernetes', 'python', 'pandas', 'numpy', 'tensorflow', 'pytorch', 'sql', 'greenplum', 'feature engineering', 'tableau', 'sql', 'nosql', 'airflow', 'devops']"
Системный аналитик BI,junior,"['sql', 'sql']"
Системный аналитик BI,junior,"['sql', 'sql']"
Аналитик бизнес-процессов,junior,['sql']
Аналитик данных,middle,"['postgresql', 'python']"
Аналитик бизнес-процессов,middle,[]
Аналитик баз данных,junior,[]
Аналитик отдела анализа данных,junior,['python']
Data Scientist (Python),middle,"['git', 'jira', 'confluence', 'linux', 'sqlalchemy', 'alembic', 'pandas', 'scipy', 'numpy', 'openapi']"
"Аналитик данных, Группа аналитики по рискам B2B, Ozon Bank",middle,"['python', 'sql', 'b']"
Ведущий аналитик Управления методологии и оптимизации бизнес-процессов,senior,['sql']
Портфельный аналитик (Risk Data Analyst),junior,"['sql', 'python', 'b']"
Аналитик данных (операционный департамент),junior,['sql']
Data Scientist / ML-специалист,junior,"['python', 'sql', 'pandas', 'numpy', 'matplotlib']"
Ведущий разработчик искусственного интеллекта/Middle Data scientist,middle,"['python', 'postgresql']"
Аналитик данных (Контроль качества ПВЗ),junior,"['sql', 'python', 'pandas']"
Аналитик данных ( Fine BI ),middle,['sql']
Аналитик бизнес - процессов,middle,[]
Аналитик бизнес - процессов,middle,[]
Аналитик бизнес - процессов,middle,[]
BI-аналитик,middle,"['sql', 'tableau']"
"Data Scientist, ML Global",junior,"['python', 'pytorch', 'sql', 'deep learning', 'pyspark']"
Senior/Lead Data Analyst (Геоаналитика),senior,"['sql', 'python']"
BI-Аналитик/Продуктовый аналитик/DWH,junior,"['sql', 'python']"
Data аналитик,junior,"['python', 'sql', 'sql', 'python']"
Аналитик данных/маркетинговый аналитик,middle,['firebase']
Middle BI-аналитик,middle,"['sql', 'decision', 'decision making', 'decision making', 'python', 'data analysis']"
Data Scientist,intern,"['machine learning', 'numpy', 'docker']"
Аналитик данных (Excel/SQL),junior,['sql']
Data Scientist,middle,"['machine learning', 'tensorflow', 'pytorch', 'numpy', 'pandas']"
Data analyst,junior,"['python', 'sql server', 'sql']"
Руководитель направления BI-аналитики,senior,"['python', 'greenplum', 'pyspark', 'linux', 'git']"
"Junior Data Scientist в команду ""Модели для поставок""",junior,"['python', 'catboost', 'xgboost']"
Ведущий Data Scientist /Руководитель команды Ad-Hoc аналитики,senior,"['python', 'sql']"
Аналитик бизнес-процессов (BI аналитик),senior,"['uml', 'uml', 'sql', 'python']"
Аналитик бизнес-процессов,middle,['business studio']
Аналитик данных / Data analyst​​​​​​​,middle,"['python', 'sql']"
"Старший Data Scientist, Ранжирование",senior,"['python', 'data science']"
Data analyst / Аналитик данных (стажер),junior,"['python', 'sql', 'tableau', 'data analysis']"
Аналитик данных (AdTech) programmatic / антифрод,middle,"['sql', 'python']"
Аналитик данных (в отдел разработки клиентских решений),junior,['sql']
Аналитик данных,middle,"['python', 'sql', 'sql', 'python', 'b']"
Senior Data scientist / Старший эконометрист,senior,"['python', 'sql', 'r']"
Аналитик данных (Middle/Middle+),middle,"['sql', 'android']"
Data аналитик / Аналитик данных,junior,"['python', 'sql', 'agile', 'uml', 'scrum', 'sql server', 'postgresql']"
Аналитик Power BI (BI Analyst / Product Analyst),junior,"['sql', 'postgresql', 'json']"
Старший BI-аналитик,senior,[]
Аналитик данных,junior,[]
Руководитель группы аналитики данных (Астра Консалтинг),senior,['libreoffice']
Аналитик баз данных логистики и снабжения,junior,"['sql', 'python']"
"Старший Data Scientist, Рекомендации и персонализация",senior,"['python', 'deep learning']"
Middle Data Scientist разработчик NLP/OCR/CV/Audio,middle,['python']
Аналитик качества данных / BI-аналитик,junior,['sql']
"Старший аналитик данных, Ozon fresh, группа маркетинговой аналитики",senior,"['sql', 'b', 'python']"
Аналитик данных (B2B и финансы),middle,['sql']
Менеджер по бюджетированию и аналитике данных,junior,[]
"Engineer, Data & Analytics-II - Engineer, Data & Analytics - Senior (Data Scientist)",senior,"['agile', 'devops', 'pytorch', 'keras', 'tensorflow', 'analytics', 'data science', 'supervised', 'unsupervised learning', 'statistical', 'model development', 'pytorch', 'tensorflow', 'keras', 'opencv', 'data data', 'data data', 'cloud platforms', 'e', 'scalable', 'agile development', 'devops', 'translate', 'data science', 'russian', 'english', 'teamwork']"
Аналитик данных (SQL),junior,"['sql', 'sql']"
BI-аналитик (разработка и анализ дашбордов),junior,"['sql', 'python', 'sql', 'python']"
Эксперт по финансовой аналитике и разработке бизнес-отчетности/Аналитик данных,middle,[]
Data Scientist (LLM),junior,"['python', 'pytorch']"
Главный аналитик- разработчик BI,senior,"['sql', 'python']"
